id,crno,name,address,status,query_address,matched_address,address_type,latitude,longitude
parent_company:1101110192635,1101110192635,(주)에넥스,서울특별시 서초구 서초대로73길 40(서초동),ok,서울특별시 서초구 서초대로73길 40(서초동),서울 서초구 서초대로73길 40,ROAD_ADDR,37.5009272542176,127.024557940948
parent_company:1101110647599,1101110647599,(주)에스비씨리니어,충청북도 충주시 대소원면 첨단산업7로 7,ok,충청북도 충주시 대소원면 첨단산업7로 7,충북 충주시 대소원면 첨단산업7로 7,ROAD_ADDR,36.9933824749642,127.83874716847
parent_company:1101112149890,1101112149890,(주)에스에너지,서울특별시 송파구 법원로6길 11 4층,ok,서울특별시 송파구 법원로6길 11 4층,서울 송파구 법원로6길 11,ROAD_ADDR,37.4836465628118,127.122198444997
parent_company:1101110707674,1101110707674,(주)에스에이엠티,서울특별시 강남구 영동대로 315 대경빌딩,ok,서울특별시 강남구 영동대로 315 대경빌딩,서울 강남구 영동대로 315,ROAD_ADDR,37.502495138588,127.066034092543
parent_company:1101110824204,1101110824204,(주)에스에프씨,충청남도 홍성군 구항면 내포로 682 주식회사 에스에프씨,ok,충청남도 홍성군 구항면 내포로 682 주식회사 에스에프씨,충남 홍성군 구항면 내포로 682,ROAD_ADDR,36.5881375300197,126.599211508733
parent_company:1942110032714,1942110032714,(주)에스에프에이,경기도 화성시 동탄면 영천로 38,no_match,경기도 화성시 동탄면 영천로 38,,,,
parent_company:1101110275134,1101110275134,(주)에스엠컬처앤콘텐츠,"서울특별시 성동구 왕십리로 83-21 디타워동 14층(성수동1가, 아크로 서울포레스트)",ok,"서울특별시 성동구 왕십리로 83-21 디타워동 14층(성수동1가, 아크로 서울포레스트)",서울 성동구 왕십리로 83-21,ROAD_ADDR,37.5441547484979,127.043357753557
parent_company:1101110221939,1101110221939,(주)에스원,서울 중구 순화동 168 에스원빌딩 17층 총무팀,no_match,서울 중구 순화동 168 에스원빌딩 17층 총무팀,,,,
parent_company:1101110512049,1101110512049,(주)에스유앤피,서울특별시 강남구 테헤란로82길 14 청풍빌딩 6층,ok,서울특별시 강남구 테헤란로82길 14 청풍빌딩 6층,서울 강남구 테헤란로82길 14,ROAD_ADDR,37.505967230594,127.057827096747
parent_company:1101110305858,1101110305858,(주)에이스 앤 파트너스,인천광역시 남동구 논현동 451-3 남동공단 24블럭 5롯트,ok,인천광역시 남동구 논현동 451-3 남동공단 24블럭 5롯트,인천 남동구 논현동 451-3,REGION_ADDR,37.411205920134,126.694122760964
parent_company:1101110122731,1101110122731,(주)에이프로젠,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비1층 (상대원동, 한라시그마밸리)",no_match,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비1층 (상대원동, 한라시그마밸리)",,,,
parent_company:1101110036396,1101110036396,(주)에이프로젠바이오로직스,"서울특별시 송파구 백제고분로 480 4층 (방이동, 풍문빌딩)",ok,"서울특별시 송파구 백제고분로 480 4층 (방이동, 풍문빌딩)",서울 송파구 백제고분로 480,ROAD_ADDR,37.5131017697552,127.114303915591
parent_company:1101111315286,1101111315286,(주)에이피에스,경기도 화성시 동탄면 동탄산단9길 23-12 (동탄면),ok,경기도 화성시 동탄면 동탄산단9길 23-12 (동탄면),경기 화성시 동탄구 동탄산단9길 23-12,ROAD_ADDR,37.1762844864374,127.090980124395
parent_company:2811110087640,2811110087640,(주)에코비트,경기도 성남시 수정구 위례서일로 18,ok,경기도 성남시 수정구 위례서일로 18,경기 성남시 수정구 위례서일로 18,ROAD_ADDR,37.4651338975423,127.137825290089
parent_company:1101111598379,1101111598379,(주)에코프로,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로,ok,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로,충북 청주시 청원구 오창읍 과학산업2로 587-40,ROAD_ADDR,36.7263289926203,127.445825085926
parent_company:1501110219184,1501110219184,(주)에코프로비엠,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329,ok,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329,충북 청주시 청원구 오창읍 2산단로 100,ROAD_ADDR,36.7309887028738,127.449646928736
parent_company:1101110546006,1101110546006,(주)에프에스티,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,ok,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,경기 화성시 동탄구 동탄산단6길 15-23,ROAD_ADDR,37.1710386721292,127.087819754057
parent_company:1101110774376,1101110774376,(주)엑사이엔씨,서울특별시 구로구 디지털로 288,ok,서울특별시 구로구 디지털로 288,서울 구로구 디지털로 288,ROAD_ADDR,37.4835695693308,126.895502765348
parent_company:1101112262527,1101112262527,(주)엔에스쇼핑,경기도 성남시 분당구 판교로228번길 15 판교세븐벤처밸리1단지 NS홈쇼핑동,ok,경기도 성남시 분당구 판교로228번길 15 판교세븐벤처밸리1단지 NS홈쇼핑동,경기 성남시 분당구 판교로228번길 15,ROAD_ADDR,37.401656815271,127.100858588885
parent_company:1801110054641,1801110054641,(주)엔케이,부산광역시 강서구 과학산단로 194-11 (주)엔케이,ok,부산광역시 강서구 과학산단로 194-11 (주)엔케이,부산 강서구 과학산단로 194-11,ROAD_ADDR,35.1438639609419,128.847547714769
parent_company:1760110022654,1760110022654,(주)엘앤에프,대구광역시 달서구 이곡동로 11,ok,대구광역시 달서구 이곡동로 11,대구 달서구 이곡동로 11,ROAD_ADDR,35.8542987736331,128.508756524275
parent_company:1101110208127,1101110208127,(주)엘엑스판토스,서울특별시 종로구 새문안로 58,ok,서울특별시 종로구 새문안로 58,서울 종로구 새문안로 58,ROAD_ADDR,37.5692689110408,126.971562204256
parent_company:1101114071207,1101114071207,(주)엘엑스하우시스,서울특별시 종로구 새문안로 58 LX광화문빌딩,ok,서울특별시 종로구 새문안로 58 LX광화문빌딩,서울 종로구 새문안로 58,ROAD_ADDR,37.5692689110408,126.971562204256
parent_company:1101110516695,1101110516695,(주)엘지씨엔에스,서울특별시 강서구 마곡중앙8로 71,ok,서울특별시 강서구 마곡중앙8로 71,서울 강서구 마곡중앙8로 71,ROAD_ADDR,37.5618584711387,126.834256830061
parent_company:1101111144297,1101111144297,(주)엘지헬로비전,"경기도 고양시 덕양구 동송로 30 17층(동산동, MBN미디어센터)",ok,"경기도 고양시 덕양구 동송로 30 17층(동산동, MBN미디어센터)",경기 고양시 덕양구 동송로 30,ROAD_ADDR,37.6502419227362,126.897336803029
parent_company:1712110005114,1712110005114,(주)엠에스오토텍,경상북도 경주시 내남면 포석로 16-9,ok,경상북도 경주시 내남면 포석로 16-9,경북 경주시 내남면 포석로 16-9,ROAD_ADDR,35.7435573739729,129.207500277781
parent_company:1101110128680,1101110128680,(주)엠엑스로보틱스,서울특별시 중구 후암로 110 서울시티타워 20층(회현동),ok,서울특별시 중구 후암로 110 서울시티타워 20층(회현동),서울 중구 후암로 110,ROAD_ADDR,37.5543029383069,126.974048614143
parent_company:1345110000600,1345110000600,(주)엠투엔,"서울특별시 중구 소공로 109 한화빌딩 13층(소공동, 한화빌딩)",ok,"서울특별시 중구 소공로 109 한화빌딩 13층(소공동, 한화빌딩)",서울 중구 소공로 109,ROAD_ADDR,37.564196879416,126.978549329641
parent_company:1101110793657,1101110793657,(주)엠피씨플러스,서울특별시 중구 소월로2길 30 남산트라팰리스 12층,ok,서울특별시 중구 소월로2길 30 남산트라팰리스 12층,서울 중구 소월로2길 30,ROAD_ADDR,37.5539946799726,126.975612746457
parent_company:1101110165830,1101110165830,(주)영원무역홀딩스,서울특별시 중구 만리재로 159 (주)영원무역,ok,서울특별시 중구 만리재로 159 (주)영원무역,서울 중구 만리재로 159,ROAD_ADDR,37.5532280483503,126.964078030973
parent_company:1101110003824,1101110003824,(주)영풍,서울특별시 강남구 강남대로 542,ok,서울특별시 강남구 강남대로 542,서울 강남구 강남대로 542,ROAD_ADDR,37.5105753408713,127.022112479026
parent_company:1942110000191,1942110000191,(주)영흥,충청남도 보령시 주교면 관창공단길 50 -,ok,충청남도 보령시 주교면 관창공단길 50 -,충남 보령시 주교면 관창공단길 50,ROAD_ADDR,36.3708261068634,126.577937144649
parent_company:1341110002258,1341110002258,(주)오뚜기,경기도 안양시 동안구 흥안대로 405,ok,경기도 안양시 동안구 흥안대로 405,경기 안양시 동안구 흥안대로 405,ROAD_ADDR,37.3896765875834,126.97042133302
parent_company:1101110753734,1101110753734,(주)오르비텍,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",ok,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",서울 금천구 범안로 1130,ROAD_ADDR,37.4655215598001,126.887672228018
parent_company:1801110038447,1801110038447,(주)오리엔탈정공,부산광역시 강서구 녹산산단289로 6 오리엔탈정공,ok,부산광역시 강서구 녹산산단289로 6 오리엔탈정공,부산 강서구 녹산산단289로 6,ROAD_ADDR,35.0898577054888,128.852256052312
parent_company:1101110789169,1101110789169,(주)오리엔트전자,경기도 성남시 중원구 갈마치로 322 (상대원동),ok,경기도 성남시 중원구 갈마치로 322 (상대원동),경기 성남시 중원구 갈마치로 322,ROAD_ADDR,37.4425241046142,127.170912997874
parent_company:1101110004690,1101110004690,(주)오리온홀딩스,서울특별시 강남구 남부순환로 2745 -,ok,서울특별시 강남구 남부순환로 2745 -,서울 강남구 남부순환로 2745,ROAD_ADDR,37.4871679246085,127.046117971743
parent_company:1101110176986,1101110176986,(주)오리콤,서울특별시 강남구 언주로 726 두산빌딩,ok,서울특별시 강남구 언주로 726 두산빌딩,서울 강남구 언주로 726,ROAD_ADDR,37.5193816410498,127.035197500084
parent_company:1615110006796,1615110006796,(주)오스템,충청남도 천안시 동남구 수신면 수신로 739,ok,충청남도 천안시 동남구 수신면 수신로 739,충남 천안시 동남구 수신면 수신로 739,ROAD_ADDR,36.7563620258972,127.292794633503
parent_company:1101110795455,1101110795455,(주)오텍,충청남도 예산군 고덕면 예덕로 1033-36,ok,충청남도 예산군 고덕면 예덕로 1033-36,충남 예산군 고덕면 예덕로 1033-36,ROAD_ADDR,36.7845332345807,126.723647055477
parent_company:1101110889836,1101110889836,(주)오픈베이스,"서울특별시 서초구 매헌로 16 (양재동, 하이브랜드 리빙관4층)",ok,"서울특별시 서초구 매헌로 16 (양재동, 하이브랜드 리빙관4층)",서울 서초구 매헌로 16,ROAD_ADDR,37.462467348157,127.036947909974
parent_company:1101110204498,1101110204498,(주)와이투솔루션,경기도 화성시 팔탄면 시청로 971 212호,ok,경기도 화성시 팔탄면 시청로 971 212호,경기 화성시 만세구 팔탄면 시청로 971,ROAD_ADDR,37.168487298754,126.895484990307
parent_company:1101110023393,1101110023393,(주)우리은행,서울특별시 중구 소공로 51,ok,서울특별시 중구 소공로 51,서울 중구 소공로 51,ROAD_ADDR,37.5594390741134,126.981750727877
parent_company:1701110006868,1701110006868,(주)우성머티리얼스,대구광역시 북구 검단동로 35 (검단동),ok,대구광역시 북구 검단동로 35 (검단동),대구 북구 검단동로 35,ROAD_ADDR,35.9140630929629,128.622483994436
parent_company:1101110366719,1101110366719,(주)우신시스템,서울특별시 영등포구 영등포로 20,ok,서울특별시 영등포구 영등포로 20,서울 영등포구 영등포로 20,ROAD_ADDR,37.5229076879049,126.883516835301
parent_company:1101110346745,1101110346745,(주)웅진,서울특별시 중구 청계천로 24 케이스퀘어 시티,ok,서울특별시 중구 청계천로 24 케이스퀘어 시티,서울 중구 청계천로 24,ROAD_ADDR,37.5685159133492,126.98020965303
parent_company:2849110065613,2849110065613,(주)웅진씽크빅,경기도 파주시 회동길 20,ok,경기도 파주시 회동길 20,경기 파주시 회동길 20,ROAD_ADDR,37.7045365324768,126.684904589547
parent_company:1101110095152,1101110095152,(주)원림,서울특별시 서초구 남부순환로 2495 원림빌딩 9층,ok,서울특별시 서초구 남부순환로 2495 원림빌딩 9층,서울 서초구 남부순환로 2495,ROAD_ADDR,37.4834934695233,127.023293936223
parent_company:1101110425432,1101110425432,(주)원익큐브,경기도 성남시 분당구 판교로255번길 20 원익빌딩,ok,경기도 성남시 분당구 판교로255번길 20 원익빌딩,경기 성남시 분당구 판교로255번길 20,ROAD_ADDR,37.4049454768419,127.101459241724
parent_company:1760110035615,1760110035615,(주)원익큐엔씨,경상북도 구미시 산동읍 5공단3로 14 -,ok,경상북도 구미시 산동읍 5공단3로 14 -,경북 구미시 산동읍 5공단3로 14,ROAD_ADDR,36.1822535422291,128.437600834582
parent_company:1243110033235,1243110033235,(주)원익홀딩스,경기도 평택시 진위면 마산12로 21 -,ok,경기도 평택시 진위면 마산12로 21 -,경기 평택시 진위면 마산12로 21,ROAD_ADDR,37.0849309550532,127.102228272687
parent_company:1101110220288,1101110220288,(주)원일특강,"경기도 시흥시 공단2대로256번길 4 (정왕동, 시화공단3바104)",ok,"경기도 시흥시 공단2대로256번길 4 (정왕동, 시화공단3바104)",경기 시흥시 공단2대로256번길 4,ROAD_ADDR,37.3240668015915,126.717867535518
parent_company:1101110077605,1101110077605,(주)원지,충청남도 아산시 염치읍 충무로 478-20 (방현리),ok,충청남도 아산시 염치읍 충무로 478-20 (방현리),충남 아산시 염치읍 충무로 478-20,ROAD_ADDR,36.8219927535317,127.014046936991
