crno,afilCmpyNm,afilCmpyCrno
1101110000086,롯데건설(주),1101110014764
1101110000086,(주)롯데푸드,1101110033722
1101110000086,롯데지주(주),1101110076300
1101110000086,호텔롯데(주),1101110145410
1101110000086,롯데상사(주),1101110159099
1101110000086,롯데케미칼(주),1101110193196
1101110000086,롯데하이마트(주),1101110532633
1101110000086,롯데캐피탈(주),1101111217416
1101110000086,롯데렌탈(주),1101113326588
1101110000086,서울복합물류프로젝트금융투자(주),1101114660232
1101110000086,롯데정보통신(주),1101116557114
1101110000086,롯데컬처웍스(주),1101116768969
1101110000086,롯데위탁관리부동산투자회사(주),1101117061081
1101110000086,롯데오토리스(주),1341110213433
1101110000086,(주)백학음료,1349110029305
1101110000086,(주)충북소주,1501110082218
1101110000086,산청음료(주),1948110004183
1101110000086,롯데베르살리스엘라스토머스(주),2062110050365
1101110000086,데크항공(주),2101110061897
1101110002694,(주)지에스글로벌,1101110031479
1101110002694,삼양통상(주),1101110033433
1101110002694,지에스칼텍스(주),1101110078819
1101110002694,파르나스호텔(주),1101110411142
1101110002694,지에스엠비즈(주),1101111007023
1101110002694,지에스바이오(주),1101114303030
1101110002694,인천종합에너지(주),1201110348096
1101110002694,(주)피엘에스,1313110093131
1101110002694,GS파워(주),1341110074744
1101110002694,(주)지에스이앤알,1350110121570
1101110002694,(주)지에스동해전력,1447110019225
1101110002694,지에스이피에스(주),1650110004621
1101110002694,(주)지에스풍력발전,1745110004266
1101110002694,(주)지에스엔텍,1812110008699
1101110002694,(주)지에스포천그린에너지,2844110079755
1101110002818,해성산업(주),1101110028145
1101110002818,계양전기(주),1101110212889
1101110002818,(주)한국팩키지,1350110040291
1101110002818,해성디에스(주),1942110223694
1101110002834,대한해운(주),1101110008212
1101110002834,경남기업(주),1101110008262
1101110002834,삼환기업(주),1101110020307
1101110002834,대한상선(주),1101110356140
1101110002834,에스엠신용정보(주),1101111801277
1101110002834,(주)티케이케미칼,1101113783457
1101110002834,에스엠스틸(주),1243110028914
1101110002834,에스엠하이플러스(주),1311110191187
1101110002834,에스엠중공업(주),1351110040869
1101110002834,한덕철광산업(주),1449110003109
1101110002834,(주)남선알미늄,1701110005042
1101110002834,에스엠인더스트리(주),1846110007779
1101110002959,한화투자증권(주),1101110003155
1101110002959,(주)한화갤러리아,1101110202989
1101110002959,한화호텔앤드리조트(주),1101110249709
1101110002959,한화솔루션(주),1101110360935
1101110002959,(주)한화건설,1101112558405
1101110002959,한화에너지(주),1101113807223
1101110002959,(주)제주해양과학관,1101114143577
1101110002959,(주)한화도시개발,1101114231596
1101110002959,한화테크윈(주),1311110514404
1101110002959,(주)한화갤러리아타임월드,1601110003410
1101110002959,한화종합화학(주),1614110001243
1101110002959,한화토탈(주),1614110013066
1101110002959,(주)서산테크노밸리,1614110017852
1101110002959,한화시스템(주),1760110020640
1101110002959,한화에어로스페이스(주),1942110000480
1101110002959,한화디펜스(주),1942110273300
1101110002959,한화파워시스템(주),1942110273318
1101110002959,한화정밀기계(주),1942110273326
1101110003098,(주)동원에프앤비,1101112101816
1101110003098,(주)동원엔터프라이즈,1101112217572
1101110003098,동원팜스(주),1101113809138
1101110003098,(주)테크팩솔루션,1101114004787
1101110003098,동원로엑스(주),1101114505769
1101110003098,동원건설산업(주),1311110330941
1101110003098,동원시스템즈(주),1341110011712
1101110003098,(주)동원홈푸드,1615110022122
1101110003098,동원로엑스냉장(주),1801110985002
1101110003155,(주)한화,1101110002959
1101110003155,(주)한화갤러리아,1101110202989
1101110003155,한화호텔앤드리조트(주),1101110249709
1101110003155,한화솔루션(주),1101110360935
1101110003155,(주)한화건설,1101112558405
1101110003155,한화에너지(주),1101113807223
1101110003155,(주)제주해양과학관,1101114143577
1101110003155,(주)한화도시개발,1101114231596
1101110003155,한화테크윈(주),1311110514404
1101110003155,(주)한화갤러리아타임월드,1601110003410
1101110003155,한화종합화학(주),1614110001243
1101110003155,한화토탈(주),1614110013066
1101110003155,(주)서산테크노밸리,1614110017852
1101110003155,한화시스템(주),1760110020640
1101110003155,한화에어로스페이스(주),1942110000480
1101110003155,한화디펜스(주),1942110273300
1101110003155,한화파워시스템(주),1942110273318
1101110003155,한화정밀기계(주),1942110273326
1101110003212,(주)현양,1350110033246
1101110003345,(주)에이션패션,1101110497465
1101110003345,(주)가나안,1342110001894
1101110003353,(주)후성,1314110189425
1101110003353,후성정공(주),1348110023854
1101110003353,유콘시스템(주),1601110119598
1101110003353,후성에이치디에스(주),1812110003091
1101110003353,한국내화(주),1846110000319
1101110003353,(주)한텍,2301110052355
1101110003543,(주)엘지상사,1101110004632
1101110003543,엘지이노텍(주),1101110192180
1101110003543,(주)판토스,1101110208127
1101110003543,엘지디스플레이(주),1101110393134
1101110003543,(주)엘지헬로비전,1101111144297
1101110003543,(주)엘지유플러스,1101111296676
1101110003543,(주)로보스타,1101111655393
1101110003543,LG전자(주),1101112487050
1101110003543,(주)엘지하우시스,1101114071207
1101110003543,(주)하이프라자,1311110028801
1101110003543,우지막코리아주식회사,1545110032401
1101110003668,(주)대한항공,1101110108484
1101110003668,(주)KAL호텔네트워크,1101112240169
1101110003668,한진칼(주),1101115197193
1101110003668,(주)진에어,1201110454976
1101110003668,(주)왕산레저개발,1201110587462
1101110003668,한진인천컨테이너터미널(주),1201110730821
1101110003668,평택컨테이너터미날(주),1313110054589
1101110003965,(주)E1,1101110381387
1101110003965,엘에스일렉트릭(주),1101110520076
1101110003965,엘에스글로벌인코퍼레이티드(주),1101113359985
1101110003965,(주)베스트토요타,1101115129881
1101110003965,(주)예스코,1101116708494
1101110003965,(주)지앤피,1301110008797
1101110003965,가온전선(주),1341110000567
1101110003965,엘에스엠트론(주),1341110168349
1101110003965,엘에스전선(주),1341110168357
1101110003965,엘에스전선아시아(주),1341110411706
1101110003965,엘에스에이홀딩스(주),1341110474316
1101110003965,엘에스오토모티브테크놀로지스(주),1341110474647
1101110003965,엘에스이브이코리아(주),1341110480602
1101110003965,(주)토리컴,1350110054119
1101110003965,(주)지알엠,1546110008012
1101110003965,엘에스메카피온(주),1701110178807
1101110003965,(주)엘에스네트웍스,1801110044717
1101110003965,캐스코(주),2101110047938
1101110003965,엘에스니꼬동제련(주),2301110058436
1101110003965,한성피씨건설(주),2850110157251
1101110003999,(주)신세계,1101110028848
1101110003999,(주)이마트에브리데이,1101110167498
1101110003999,(주)신세계인터내셔날,1101110282402
1101110003999,(주)신세계푸드,1101110305288
1101110003999,(주)까사미아,1101110873102
1101110003999,(주)신세계사이먼,1101113239228
1101110003999,(주)이마트,1101114594952
1101110003999,(주)신세계프라퍼티,1101115284198
1101110003999,(주)인천신세계,1101115615038
1101110003999,(주)신세계디에프,1101115698315
1101110003999,(주)스타필드안성,1346110091475
1101110003999,(주)스타필드하남,1357110074452
1101110003999,(주)신세계동대구복합환승센터,1701110459570
1101110004286,(주)엔에스쇼핑,1101112262527
1101110004286,농업회사법인(주)순우리한우,1101112322058
1101110004286,(주)참트레이딩,1101114292481
1101110004286,(주)에코캐피탈,1101114338326
1101110004286,한강씨엠(주),1115110019393
1101110004286,(주)올품,1311110037852
1101110004286,(주)팜스코,1311110042950
1101110004286,(주)하림산업,1311110303477
1101110004286,(주)선진한마을,1344110013093
1101110004286,(주)선진에프에스,1344110028539
1101110004286,(주)선진,1344110046664
1101110004286,(주)농업회사법인팜스코바이오인티,1344110058817
1101110004286,(주)선진햄,1345110029056
1101110004286,(주)하림지주,1601110003931
1101110004286,(주)농업회사법인주원산오리,1601110135453
1101110004286,제일사료(주),1601110291544
1101110004286,(주)하림,2149110034430
1101110004286,(주)애그리로보텍,2850110161202
1101110004632,(주)엘지,1101110003543
1101110004632,엘지이노텍(주),1101110192180
1101110004632,(주)판토스,1101110208127
1101110004632,엘지디스플레이(주),1101110393134
1101110004632,(주)엘지헬로비전,1101111144297
1101110004632,(주)엘지유플러스,1101111296676
1101110004632,(주)로보스타,1101111655393
1101110004632,LG전자(주),1101112487050
1101110004632,(주)엘지하우시스,1101114071207
1101110004632,(주)하이프라자,1311110028801
1101110004632,우지막코리아주식회사,1545110032401
1101110004682,한솔홀딩스(주),1101110017867
1101110004682,한솔로지스틱스(주),1101110150659
1101110004682,(주)한솔케미칼,1101110270895
1101110004682,(주)한솔홈데코,1101110825624
1101110004682,한솔인티큐브(주),1101112915605
1101110004682,한솔제지(주),1101115604700
1101110004682,(주)테이팩스,1201110095499
1101110004682,엑스큐어(주),1350110106150
1101110004682,한솔이엠이(주),1601110123185
1101110004682,한솔페이퍼텍(주),2043110008603
1101110005333,유진기업(주),1101110376148
1101110005333,(주)에스비씨리니어,1101110647599
1101110005333,한국자산평가(주),1101111982473
1101110005333,한국통운(주),1312110007928
1101110005333,천안기업(주),1615110019434
1101110005333,한국특수형강(주),1801110015362
1101110005333,현대개발(주),2054110009963
1101110005333,동화기업(주),2059110009632
1101110005333,이순산업(주),2844110060415
1101110005929,안산도시개발(주),1350110047362
1101110005929,(주)삼천리모터스,1501110047767
1101110005953,삼성물산(주),1101110015762
1101110005953,(주)호텔신라,1101110145519
1101110005953,삼성중공업(주),1101110168595
1101110005953,삼성카드(주),1101110346901
1101110005953,에이치디씨신라면세점(주),1101115722916
1101110005953,삼성바이오로직스(주),1201110566317
1101110005953,삼성바이오에피스(주),1201110601501
1101110005953,삼성전자(주),1301110006246
1101110005953,삼성디스플레이(주),1345110187812
1101110005953,세메스(주),1615110011795
1101110006167,(주)원지,1101110077605
1101110006167,삼해상사(주),1101110225254
1101110006167,한국복합물류(주),1101110853576
1101110006167,"CJ ENM CO., LTD.",1101111109134
1101110006167,씨제이올리브네트웍스(주),1101111138498
1101110006167,씨제이씨지브이(주),1101111673220
1101110006167,CJ제일제당(주),1101113748253
1101110006167,씨제이올리브영(주),1101117283974
1101110006167,씨제이포디플렉스(주),1601110287527
1101110006167,씨제이프레시웨이(주),1801110083442
1101110006274,아세아시멘트(주),1101115238096
1101110006274,제일산업(주),1345110004256
1101110006274,한라시멘트(주),1411110012331
1101110006274,아세아산업개발(주),1612110001388
1101110006274,경산제지(주),1748110003486
1101110006274,(주)에이팩,1845110000684
1101110006349,(주)효성,1101110030497
1101110006349,효성티앤에스(주),1101110511546
1101110006349,효성굿스프링스(주),1101110653653
1101110006349,효성아이티엑스(주),1101111412256
1101110006349,효성캐피탈(주),1101111419286
1101110006349,더클래스효성(주),1101112875479
1101110006349,(주)에프엠케이,1101113690032
1101110006349,갤럭시아코퍼레이션(주),1101114762963
1101110006349,효성티앤씨(주),1101116770138
1101110006349,효성중공업(주),1101116770154
1101110006349,효성첨단소재(주),1101116770170
1101110006349,효성화학(주),1101116770188
1101110006349,신화인터텍(주),1348110011677
1101110006349,신성자동차(주),2001110114797
1101110007404,패션그룹형지(주),1101111588221
1101110007404,(주)형지엘리트,1101112507551
1101110007909,기아자동차(주),1101110037998
1101110007909,현대비앤지스틸(주),1101110065395
1101110007909,현대자동차(주),1101110085450
1101110007909,현대모비스(주),1101110215536
1101110007909,현대카드(주),1101110377203
1101110007909,현대캐피탈(주),1101110995378
1101110007909,현대첨단소재(주),1101111929102
1101110007909,현대엔지니어링(주),1101112153015
1101110007909,현대글로비스(주),1101112177388
1101110007909,현대커머셜(주),1101113646697
1101110007909,현대종합특수강(주),1101114505595
1101110007909,현대제철(주),1201110001743
1101110007909,(주)지아이티,1311110028900
1101110007909,현대오트론(주),1341110134001
1101110007909,에이치엘그린파워(주),1352110027542
1101110007909,현대트랜시스(주),1614110008562
1101110007909,현대에코에너지(주),1614110040506
1101110007909,그린에어(주),1650110026005
1101110007909,현대로템(주),1942110036336
1101110008212,(주)삼라,1101110002834
1101110008212,경남기업(주),1101110008262
1101110008212,삼환기업(주),1101110020307
1101110008212,대한상선(주),1101110356140
1101110008212,에스엠신용정보(주),1101111801277
1101110008212,(주)티케이케미칼,1101113783457
1101110008212,에스엠스틸(주),1243110028914
1101110008212,에스엠하이플러스(주),1311110191187
1101110008212,에스엠중공업(주),1351110040869
1101110008212,한덕철광산업(주),1449110003109
1101110008212,(주)남선알미늄,1701110005042
1101110008212,에스엠인더스트리(주),1846110007779
1101110008262,(주)삼라,1101110002834
1101110008262,대한해운(주),1101110008212
1101110008262,삼환기업(주),1101110020307
1101110008262,대한상선(주),1101110356140
1101110008262,에스엠신용정보(주),1101111801277
1101110008262,(주)티케이케미칼,1101113783457
1101110008262,에스엠스틸(주),1243110028914
1101110008262,에스엠하이플러스(주),1311110191187
1101110008262,에스엠중공업(주),1351110040869
1101110008262,한덕철광산업(주),1449110003109
1101110008262,(주)남선알미늄,1701110005042
1101110008262,에스엠인더스트리(주),1846110007779
1101110008600,(주)이수페타시스,1101110186638
1101110008600,이수건설(주),1101110202202
1101110008600,(주)이수시스템,1101111304643
1101110008600,(주)이수엑사켐,1101112303826
1101110008600,(주)이수,1101112833451
1101110008600,(주)이수엑사보드,1314110161035
1101110008600,토다이수(주),1412110043623
1101110011679,멀티에셋자산운용(주),1101111271115
1101110011679,미래에셋자산운용(주),1101111441685
1101110011679,미래에셋벤처투자(주),1101111710527
1101110011679,미래에셋생명보험(주),1601110014483
1101110011679,미래에셋캐피탈(주),2001110076179
1101110012560,메디앙스(주),1101110252471
1101110012560,보령컨슈머헬스케어 주식회사,1101113128588
1101110012809,신한카드(주),1101110412926
1101110012809,신한금융지주회사(주),1101112322438
1101110012809,신한캐피탈(주),1350110034400
1101110013766,하이트진로(주),1101110028591
1101110013766,서영이앤티(주),1101111849524
1101110013766,하이트진로음료(주),1101113436634
1101110013766,하이트진로산업(주),1341110002662
1101110013774,두산인프라코어(주),1201110234469
1101110013774,두산중공업(주),1942110000943
1101110013774,두산메카텍(주),1942110258039
1101110013774,두산솔루스(주),2149110058927
1101110013774,두산퓨얼셀(주),2149110058935
1101110014011,(주)조흥,1101110019334
1101110014011,오뚜기냉동식품(주),1156110002780
1101110014011,(주)오뚜기,1341110002258
1101110014011,오뚜기라면(주),1347110003212
1101110014011,오뚜기제유(주),1545110085187
1101110014011,상미식품(주),1615110217509
1101110014764,롯데쇼핑(주),1101110000086
1101110014764,(주)롯데푸드,1101110033722
1101110014764,롯데지주(주),1101110076300
1101110014764,호텔롯데(주),1101110145410
1101110014764,롯데상사(주),1101110159099
1101110014764,롯데케미칼(주),1101110193196
1101110014764,롯데하이마트(주),1101110532633
1101110014764,롯데캐피탈(주),1101111217416
1101110014764,롯데렌탈(주),1101113326588
1101110014764,서울복합물류프로젝트금융투자(주),1101114660232
1101110014764,롯데정보통신(주),1101116557114
1101110014764,롯데컬처웍스(주),1101116768969
1101110014764,롯데위탁관리부동산투자회사(주),1101117061081
1101110014764,롯데오토리스(주),1341110213433
1101110014764,(주)백학음료,1349110029305
1101110014764,(주)충북소주,1501110082218
1101110014764,산청음료(주),1948110004183
1101110014764,롯데베르살리스엘라스토머스(주),2062110050365
1101110014764,데크항공(주),2101110061897
1101110015556,(주)대원총업,1101110859954
1101110015556,대원정밀공업(주),1301110007260
1101110015556,(주)삼원강재,1746110014924
1101110015762,삼성생명보험(주),1101110005953
1101110015762,(주)호텔신라,1101110145519
1101110015762,삼성중공업(주),1101110168595
1101110015762,삼성카드(주),1101110346901
1101110015762,에이치디씨신라면세점(주),1101115722916
1101110015762,삼성바이오로직스(주),1201110566317
1101110015762,삼성바이오에피스(주),1201110601501
1101110015762,삼성전자(주),1301110006246
1101110015762,삼성디스플레이(주),1345110187812
1101110015762,세메스(주),1615110011795
1101110017411,극동건설(주),1101110027858
1101110017411,금광기업(주),2001110000467
1101110017867,한솔테크닉스(주),1101110004682
1101110017867,한솔로지스틱스(주),1101110150659
1101110017867,(주)한솔케미칼,1101110270895
1101110017867,(주)한솔홈데코,1101110825624
1101110017867,한솔인티큐브(주),1101112915605
1101110017867,한솔제지(주),1101115604700
1101110017867,(주)테이팩스,1201110095499
1101110017867,엑스큐어(주),1350110106150
1101110017867,한솔이엠이(주),1601110123185
1101110017867,한솔페이퍼텍(주),2043110008603
1101110017990,(주)수석,1101110107973
1101110017990,용마로지스(주),1101110245369
1101110017990,동아에스티(주),1101115079713
1101110017990,동아제약(주),1101115079739
1101110017990,에스티팜(주),1545110039704
1101110017990,(주)동천수,1714110019799
1101110019219,동일알루미늄(주),1615110005350
1101110019334,대선제분(주),1101110014011
1101110019334,오뚜기냉동식품(주),1156110002780
1101110019334,(주)오뚜기,1341110002258
1101110019334,오뚜기라면(주),1347110003212
1101110019334,오뚜기제유(주),1545110085187
1101110019334,상미식품(주),1615110217509
1101110019342,제이더블유생명과학(주),1350110057395
1101110019342,제이더블유신약(주),1615110001291
1101110020307,(주)삼라,1101110002834
1101110020307,대한해운(주),1101110008212
1101110020307,경남기업(주),1101110008262
1101110020307,대한상선(주),1101110356140
1101110020307,에스엠신용정보(주),1101111801277
1101110020307,(주)티케이케미칼,1101113783457
1101110020307,에스엠스틸(주),1243110028914
1101110020307,에스엠하이플러스(주),1311110191187
1101110020307,에스엠중공업(주),1351110040869
1101110020307,한덕철광산업(주),1449110003109
1101110020307,(주)남선알미늄,1701110005042
1101110020307,에스엠인더스트리(주),1846110007779
1101110023393,(주)우리카드,1101115101839
1101110024698,(주)한주,1812110007663
1101110024698,(주)코리아에어텍,2301110114452
1101110026181,삼남석유화학(주),1101110557061
1101110026181,삼양화성(주),1101110614556
1101110026181,(주)삼양사,1101114720945
1101110026181,(주)삼양바이오팜,1101114720953
1101110026181,(주)삼양패키징,1101115554418
1101110026206,(주)디비메탈,1101113836678
1101110027593,선창아이티에스(주),1314110149049
1101110027858,남광토건(주),1101110017411
1101110027858,금광기업(주),2001110000467
1101110028145,한국제지(주),1101110002818
1101110028145,계양전기(주),1101110212889
1101110028145,(주)한국팩키지,1350110040291
1101110028145,해성디에스(주),1942110223694
1101110028591,하이트진로홀딩스(주),1101110013766
1101110028591,서영이앤티(주),1101111849524
1101110028591,하이트진로음료(주),1101113436634
1101110028591,하이트진로산업(주),1341110002662
1101110028848,(주)신세계조선호텔,1101110003999
1101110028848,(주)이마트에브리데이,1101110167498
1101110028848,(주)신세계인터내셔날,1101110282402
1101110028848,(주)신세계푸드,1101110305288
1101110028848,(주)까사미아,1101110873102
1101110028848,(주)신세계사이먼,1101113239228
1101110028848,(주)이마트,1101114594952
1101110028848,(주)신세계프라퍼티,1101115284198
1101110028848,(주)인천신세계,1101115615038
1101110028848,(주)신세계디에프,1101115698315
1101110028848,(주)스타필드안성,1346110091475
1101110028848,(주)스타필드하남,1357110074452
1101110028848,(주)신세계동대구복합환승센터,1701110459570
1101110028939,동양철관(주),1201110002056
1101110028939,(주)케이비아이텍,1201110013251
1101110028939,케이비아이알로이(주),1244110014077
1101110028939,(주)케이비아이모다,1648110085139
1101110028939,(주)케이비아이국인산업,1711110004515
1101110028939,케이비아이메탈(주),1741110001294
1101110028939,케이비아이건설(주),1748110020969
1101110029721,애경화학(주),1101110293011
1101110029721,애경산업(주),1101110398275
1101110029721,애경유화(주),1101114951243
1101110029721,수원애경역사(주),1301110034487
1101110029721,에이케이에스앤디(주),1313110029384
1101110029721,에이케이레저(주),1344110015627
1101110029721,(주)에이텍,1601110004492
1101110029721,에이케이켐텍(주),1601110004541
1101110029721,에이케이앤엠엔바이오팜(주),1601110236186
1101110029721,(주)제주항공,2201110050575
1101110030497,진흥기업(주),1101110006349
1101110030497,효성티앤에스(주),1101110511546
1101110030497,효성굿스프링스(주),1101110653653
1101110030497,효성아이티엑스(주),1101111412256
1101110030497,효성캐피탈(주),1101111419286
1101110030497,더클래스효성(주),1101112875479
1101110030497,(주)에프엠케이,1101113690032
1101110030497,갤럭시아코퍼레이션(주),1101114762963
1101110030497,효성티앤씨(주),1101116770138
1101110030497,효성중공업(주),1101116770154
1101110030497,효성첨단소재(주),1101116770170
1101110030497,효성화학(주),1101116770188
1101110030497,신화인터텍(주),1348110011677
1101110030497,신성자동차(주),2001110114797
1101110030528,코오롱글로벌(주),1101110036502
1101110030528,코오롱제약(주),1101110256259
1101110030528,코오롱글로텍(주),1101110524838
1101110030528,(주)코오롱인베스트먼트,1101111902786
1101110030528,코오롱생명과학(주),1101111948277
1101110030528,코오롱이엔지니어링(주),1311110057610
1101110030528,코오롱데크컴퍼지트(주),1345110055689
1101110030528,코오롱베니트(주),1353110003920
1101110030528,코오롱환경에너지(주),1353110005893
1101110030528,코오롱머티리얼(주),1353110011139
1101110030528,코오롱인더스트리(주),1353110013606
1101110030528,그린나래(주),1615110078133
1101110030528,코오롱플라스틱(주),1713110003504
1101110030528,코오롱바스프이노폼(주),1713110030747
1101110031338,동국시스템즈(주),1101111462524
1101110031338,인터지스(주),1801110001973
1101110031479,지에스건설(주),1101110002694
1101110031479,삼양통상(주),1101110033433
1101110031479,지에스칼텍스(주),1101110078819
1101110031479,파르나스호텔(주),1101110411142
1101110031479,지에스엠비즈(주),1101111007023
1101110031479,지에스바이오(주),1101114303030
1101110031479,인천종합에너지(주),1201110348096
1101110031479,(주)피엘에스,1313110093131
1101110031479,GS파워(주),1341110074744
1101110031479,(주)지에스이앤알,1350110121570
1101110031479,(주)지에스동해전력,1447110019225
1101110031479,지에스이피에스(주),1650110004621
1101110031479,(주)지에스풍력발전,1745110004266
1101110031479,(주)지에스엔텍,1812110008699
1101110031479,(주)지에스포천그린에너지,2844110079755
1101110032112,(주)원알로이,1243110004210
1101110032899,(주)지엠티,1613110024106
1101110033433,지에스건설(주),1101110002694
1101110033433,(주)지에스글로벌,1101110031479
1101110033433,지에스칼텍스(주),1101110078819
1101110033433,파르나스호텔(주),1101110411142
1101110033433,지에스엠비즈(주),1101111007023
1101110033433,지에스바이오(주),1101114303030
1101110033433,인천종합에너지(주),1201110348096
1101110033433,(주)피엘에스,1313110093131
1101110033433,GS파워(주),1341110074744
1101110033433,(주)지에스이앤알,1350110121570
1101110033433,(주)지에스동해전력,1447110019225
1101110033433,지에스이피에스(주),1650110004621
1101110033433,(주)지에스풍력발전,1745110004266
1101110033433,(주)지에스엔텍,1812110008699
1101110033433,(주)지에스포천그린에너지,2844110079755
1101110033722,롯데쇼핑(주),1101110000086
1101110033722,롯데건설(주),1101110014764
1101110033722,롯데지주(주),1101110076300
1101110033722,호텔롯데(주),1101110145410
1101110033722,롯데상사(주),1101110159099
1101110033722,롯데케미칼(주),1101110193196
1101110033722,롯데하이마트(주),1101110532633
1101110033722,롯데캐피탈(주),1101111217416
1101110033722,롯데렌탈(주),1101113326588
1101110033722,서울복합물류프로젝트금융투자(주),1101114660232
1101110033722,롯데정보통신(주),1101116557114
1101110033722,롯데컬처웍스(주),1101116768969
1101110033722,롯데위탁관리부동산투자회사(주),1101117061081
1101110033722,롯데오토리스(주),1341110213433
1101110033722,(주)백학음료,1349110029305
1101110033722,(주)충북소주,1501110082218
1101110033722,산청음료(주),1948110004183
1101110033722,롯데베르살리스엘라스토머스(주),2062110050365
1101110033722,데크항공(주),2101110061897
1101110035132,에스와이오토캐피탈(주),1313110156591
1101110035835,(주)큐로,1812110002275
1101110036502,(주)코오롱,1101110030528
1101110036502,코오롱제약(주),1101110256259
1101110036502,코오롱글로텍(주),1101110524838
1101110036502,(주)코오롱인베스트먼트,1101111902786
1101110036502,코오롱생명과학(주),1101111948277
1101110036502,코오롱이엔지니어링(주),1311110057610
1101110036502,코오롱데크컴퍼지트(주),1345110055689
1101110036502,코오롱베니트(주),1353110003920
1101110036502,코오롱환경에너지(주),1353110005893
1101110036502,코오롱머티리얼(주),1353110011139
1101110036502,코오롱인더스트리(주),1353110013606
1101110036502,그린나래(주),1615110078133
1101110036502,코오롱플라스틱(주),1713110003504
1101110036502,코오롱바스프이노폼(주),1713110030747
1101110037823,쌍용레미콘(주),1101114070952
1101110037823,한국기초소재(주),1201110487232
1101110037823,쌍용로지스틱스(주),1447110025313
1101110037823,대한슬래그(주),2046110030668
1101110037823,대한시멘트(주),2046110038589
1101110037823,쌍용기초소재(주),2111110015835
1101110037849,제이씨케미칼(주),1358110124726
1101110037998,현대건설(주),1101110007909
1101110037998,현대비앤지스틸(주),1101110065395
1101110037998,현대자동차(주),1101110085450
1101110037998,현대모비스(주),1101110215536
1101110037998,현대카드(주),1101110377203
1101110037998,현대캐피탈(주),1101110995378
1101110037998,현대첨단소재(주),1101111929102
1101110037998,현대엔지니어링(주),1101112153015
1101110037998,현대글로비스(주),1101112177388
1101110037998,현대커머셜(주),1101113646697
1101110037998,현대종합특수강(주),1101114505595
1101110037998,현대제철(주),1201110001743
1101110037998,(주)지아이티,1311110028900
1101110037998,현대오트론(주),1341110134001
1101110037998,에이치엘그린파워(주),1352110027542
1101110037998,현대트랜시스(주),1614110008562
1101110037998,현대에코에너지(주),1614110040506
1101110037998,그린에어(주),1650110026005
1101110037998,현대로템(주),1942110036336
1101110038805,SK가스(주),1101110413247
1101110038805,에스케이렌터카(주),1101110577233
1101110038805,에스케이(주),1101110769583
1101110038805,에스케이바이오랜드(주),1101111192981
1101110038805,에스케이브로드밴드(주),1101111466659
1101110038805,에스케이텔링크(주),1101111533599
1101110038805,에스케이엠앤서비스(주),1101111873432
1101110038805,에스케이디앤디(주),1101113001685
1101110038805,울산아로마틱스(주),1101114499954
1101110038805,에스케이에너지(주),1101114505967
1101110038805,에스케이종합화학(주),1101114505975
1101110038805,에스케이바이오팜(주),1101114570720
1101110038805,나래에너지서비스(주),1101114926006
1101110038805,에스케이매직(주),1101115125962
1101110038805,라이프앤시큐리티홀딩스(주),1101115371408
1101110038805,에스케이넥실리스,1101116480232
1101110038805,SK인천석유화학(주),1201110666464
1101110038805,SKC(주),1301110001585
1101110038805,SK네트웍스(주),1301110005199
1101110038805,에스케이케미칼(주),1311110501021
1101110038805,(주)에스케이하이닉스,1344110001387
1101110038805,에스케이씨솔믹스(주),1347110014631
1101110038805,유빈스(주),1351110077367
1101110038805,SK네트웍스서비스(주),1358110141788
1101110038805,강원도시가스(주),1401110002010
1101110038805,충청에너지서비스(주),1501110006200
1101110038805,에스케이바이오텍(주),1601110395453
1101110038805,보령엘엔지터미널(주),1645110021527
1101110038805,울산지피에스(주),1650110035072
1101110038805,당진에코파워,1650110069097
1101110038805,에스케이실트론(주),1753110001348
1101110038805,에스케이쇼와덴코(주),1756110018553
1101110038805,에스케이머티리얼즈(주),1901110006971
1101110038805,에스케이에어가스(주),2301110134111
1101110038805,미쓰이케미칼앤드에스케이씨폴리우레탄(주),2301110233880
1101110040165,한일현대시멘트(주),1101110111867
1101110040165,한일산업(주),1101110165880
1101110040165,한일시멘트(주),1101116799203
1101110040165,한일네트웍스(주),1201110175423
1101110040165,한일개발(주),1311110067289
1101110040165,(주)충무화학,1648110000434
1101110042278,(주)사조오양,1101110104820
1101110042278,사조산업(주),1101110112328
1101110042278,사조씨푸드(주),1101110271596
1101110042278,(주)사조시스템즈,1101110335178
1101110042278,사조동아원(주),1244110000662
1101110042278,(주)삼아벤처,1543110007523
1101110042278,농업회사법인(주)사조원,2148110014856
1101110042880,S&T모티브(주),1801110396069
1101110042880,(주)S&TC,1942110090598
1101110042955,대신에프앤아이(주),1101112376815
1101110043127,(주)케이지씨예본,1511110042790
1101110043127,(주)한국인삼공사,1601110083066
1101110048002,(주)에스지충방,1615110000037
1101110048002,(주)에스지아름다운골프앤리조트,1648110029351
1101110051493,휘닉스중앙(주),1101110357445
1101110051493,제이티비씨스튜디오(주),1101111764730
1101110051493,메가박스중앙(주),1101111809403
1101110051493,제이티비씨(주),1101114560268
1101110051493,휘닉스중앙제주(주),2241110012935
1101110057574,율촌화학(주),1101110145147
1101110057574,(주)메가마트,1101110222557
1101110057574,(주)뉴테라넥스,1101114688549
1101110057574,태경농산(주),1341110005814
1101110057574,(주)농심캐피탈,1801110607482
1101110061228,대림산업(주),1101110084915
1101110061228,대림자동차공업(주),1101110227359
1101110061228,(주)대림코퍼레이션,1101111081093
