row,key,column,before,after,source
1933,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1933,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1934,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1934,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1935,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1935,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1936,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1936,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1937,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1937,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1938,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1938,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1939,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1939,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1940,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1940,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1941,케이아이에스정보통신(주),top_addr,,서울특별시 구로구 새말로 97 센터포인트웨스트 22,R3_사명교차전파
1941,케이아이에스정보통신(주),top_region,,서울,R3_사명교차전파
1950,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1950,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1951,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1951,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1952,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1952,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1953,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1953,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1954,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1954,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1955,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1955,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1956,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1956,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1957,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1957,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1958,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1958,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1959,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1959,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1960,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1960,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1961,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1961,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1962,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1962,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1963,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1963,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1964,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1964,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1965,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1965,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1966,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1966,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1967,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1967,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1968,현대캐피탈(주),top_addr,,서울특별시 중구 세종대로 14,R3_사명교차전파
1968,현대캐피탈(주),top_region,,서울,R3_사명교차전파
1969,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1969,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1970,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1970,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1971,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1971,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1972,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1972,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1973,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1973,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1974,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1974,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1975,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1975,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1976,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1976,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1977,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1977,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1978,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1978,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1979,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1979,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1980,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1980,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1981,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1981,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1982,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1982,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
1983,지에스엠비즈(주),top_addr,,서울특별시 영등포구 선유로43길 19,R3_사명교차전파
1983,지에스엠비즈(주),top_region,,서울,R3_사명교차전파
2021,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2021,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2022,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2022,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2023,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2023,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2024,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2024,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2025,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2025,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2026,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2026,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2027,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2027,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2028,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2028,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2029,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2029,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2030,씨제이올리브네트웍스(주),top_addr,,서울특별시 용산구 한강대로 366 트윈시티 10층,R3_사명교차전파
2030,씨제이올리브네트웍스(주),top_region,,서울,R3_사명교차전파
2046,(주)풀무원푸드앤컬처,top_addr,,서울 송파구 송파대로34길 29,R3_사명교차전파
2046,(주)풀무원푸드앤컬처,top_region,,서울,R3_사명교차전파
2047,(주)풀무원푸드앤컬처,top_addr,,서울 송파구 송파대로34길 29,R3_사명교차전파
2047,(주)풀무원푸드앤컬처,top_region,,서울,R3_사명교차전파
2048,(주)풀무원푸드앤컬처,top_addr,,서울 송파구 송파대로34길 29,R3_사명교차전파
2048,(주)풀무원푸드앤컬처,top_region,,서울,R3_사명교차전파
2049,(주)풀무원푸드앤컬처,top_addr,,서울 송파구 송파대로34길 29,R3_사명교차전파
2049,(주)풀무원푸드앤컬처,top_region,,서울,R3_사명교차전파
2050,(주)풀무원푸드앤컬처,top_addr,,서울 송파구 송파대로34길 29,R3_사명교차전파
2050,(주)풀무원푸드앤컬처,top_region,,서울,R3_사명교차전파
2051,(주)풀무원푸드앤컬처,top_addr,,서울 송파구 송파대로34길 29,R3_사명교차전파
2051,(주)풀무원푸드앤컬처,top_region,,서울,R3_사명교차전파
2052,(주)풀무원푸드앤컬처,top_addr,,서울 송파구 송파대로34길 29,R3_사명교차전파
2052,(주)풀무원푸드앤컬처,top_region,,서울,R3_사명교차전파
2053,(주)풀무원푸드앤컬처,top_addr,,서울 송파구 송파대로34길 29,R3_사명교차전파
2053,(주)풀무원푸드앤컬처,top_region,,서울,R3_사명교차전파
2112,(주)한국토지신탁,top_addr,,서울시 강남구 테헤란로 137 코레이트타워 16~20층,R3_사명교차전파
2112,(주)한국토지신탁,top_region,,서울,R3_사명교차전파
2113,(주)한국토지신탁,top_addr,,서울시 강남구 테헤란로 137 코레이트타워 16~20층,R3_사명교차전파
2113,(주)한국토지신탁,top_region,,서울,R3_사명교차전파
2114,(주)한국토지신탁,top_addr,,서울시 강남구 테헤란로 137 코레이트타워 16~20층,R3_사명교차전파
2114,(주)한국토지신탁,top_region,,서울,R3_사명교차전파
2206,동국시스템즈(주),top_addr,,서울특별시 중구 을지로 5길 19 (페럼타워),R3_사명교차전파
2206,동국시스템즈(주),top_region,,서울,R3_사명교차전파
2207,동국시스템즈(주),top_addr,,서울특별시 중구 을지로 5길 19 (페럼타워),R3_사명교차전파
2207,동국시스템즈(주),top_region,,서울,R3_사명교차전파
2330,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2330,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2331,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2331,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2332,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2332,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2333,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2333,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2334,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2334,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2335,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2335,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2336,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2336,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2337,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2337,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2338,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2338,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2339,키움인베스트먼트(주),top_addr,,서울 영등포구 의사당대로96 10층,R3_사명교차전파
2339,키움인베스트먼트(주),top_region,,서울,R3_사명교차전파
2340,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2340,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2341,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2341,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2342,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2342,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2343,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2343,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2344,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2344,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2345,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2345,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2346,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2346,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2347,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2347,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2348,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2348,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2349,씨제이씨지브이(주),top_addr,,서울특별시 용산구 한강대로23길 55 아이파크몰 6층,R3_사명교차전파
2349,씨제이씨지브이(주),top_region,,서울,R3_사명교차전파
2355,미래에셋벤처투자(주),top_addr,,경기도 성남시 분당구 판교역 로 241번길 20 지하1층 (삼평동 미래에셋벤처타워빌 딩),R3_사명교차전파
2355,미래에셋벤처투자(주),top_region,,경기,R3_사명교차전파
2356,미래에셋벤처투자(주),top_addr,,경기도 성남시 분당구 판교역 로 241번길 20 지하1층 (삼평동 미래에셋벤처타워빌 딩),R3_사명교차전파
2356,미래에셋벤처투자(주),top_region,,경기,R3_사명교차전파
2357,미래에셋벤처투자(주),top_addr,,경기도 성남시 분당구 판교역 로 241번길 20 지하1층 (삼평동 미래에셋벤처타워빌 딩),R3_사명교차전파
2357,미래에셋벤처투자(주),top_region,,경기,R3_사명교차전파
2358,미래에셋벤처투자(주),top_addr,,경기도 성남시 분당구 판교역 로 241번길 20 지하1층 (삼평동 미래에셋벤처타워빌 딩),R3_사명교차전파
2358,미래에셋벤처투자(주),top_region,,경기,R3_사명교차전파
2359,미래에셋벤처투자(주),top_addr,,경기도 성남시 분당구 판교역 로 241번길 20 지하1층 (삼평동 미래에셋벤처타워빌 딩),R3_사명교차전파
2359,미래에셋벤처투자(주),top_region,,경기,R3_사명교차전파
2408,메가박스중앙(주),top_addr,,서울시 성동구 왕십리로 50,R3_사명교차전파
2408,메가박스중앙(주),top_region,,서울,R3_사명교차전파
2409,메가박스중앙(주),top_addr,,서울시 성동구 왕십리로 50,R3_사명교차전파
2409,메가박스중앙(주),top_region,,서울,R3_사명교차전파
2410,메가박스중앙(주),top_addr,,서울시 성동구 왕십리로 50,R3_사명교차전파
2410,메가박스중앙(주),top_region,,서울,R3_사명교차전파
2411,메가박스중앙(주),top_addr,,서울시 성동구 왕십리로 50,R3_사명교차전파
2411,메가박스중앙(주),top_region,,서울,R3_사명교차전파
2412,메가박스중앙(주),top_addr,,서울시 성동구 왕십리로 50,R3_사명교차전파
2412,메가박스중앙(주),top_region,,서울,R3_사명교차전파
2438,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2438,이데일리(주),top_region,,서울,R3_사명교차전파
2439,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2439,이데일리(주),top_region,,서울,R3_사명교차전파
2440,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2440,이데일리(주),top_region,,서울,R3_사명교차전파
2441,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2441,이데일리(주),top_region,,서울,R3_사명교차전파
2442,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2442,이데일리(주),top_region,,서울,R3_사명교차전파
2443,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2443,이데일리(주),top_region,,서울,R3_사명교차전파
2444,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2444,이데일리(주),top_region,,서울,R3_사명교차전파
2445,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2445,이데일리(주),top_region,,서울,R3_사명교차전파
2446,이데일리(주),top_addr,,서울특별시 중구 통일로 92 KG타워 18층 19층,R3_사명교차전파
2446,이데일리(주),top_region,,서울,R3_사명교차전파
2447,(주)아워홈,top_addr,,서울특별시 강서구 마곡중앙10로 91,R3_사명교차전파
2447,(주)아워홈,top_region,,서울,R3_사명교차전파
2448,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2448,키움증권(주),top_region,,서울,R3_사명교차전파
2449,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2449,키움증권(주),top_region,,서울,R3_사명교차전파
2450,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2450,키움증권(주),top_region,,서울,R3_사명교차전파
2451,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2451,키움증권(주),top_region,,서울,R3_사명교차전파
2452,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2452,키움증권(주),top_region,,서울,R3_사명교차전파
2453,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2453,키움증권(주),top_region,,서울,R3_사명교차전파
2454,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2454,키움증권(주),top_region,,서울,R3_사명교차전파
2455,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2455,키움증권(주),top_region,,서울,R3_사명교차전파
2456,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2456,키움증권(주),top_region,,서울,R3_사명교차전파
2457,키움증권(주),top_addr,,서울특별시 영등포구 의사당대로96,R3_사명교차전파
2457,키움증권(주),top_region,,서울,R3_사명교차전파
2555,(주)푸드머스,top_addr,,경기 용인시 처인구 원삼면 맹리로2번길 31,R3_사명교차전파
2555,(주)푸드머스,top_region,,경기,R3_사명교차전파
2556,(주)푸드머스,top_addr,,경기 용인시 처인구 원삼면 맹리로2번길 31,R3_사명교차전파
2556,(주)푸드머스,top_region,,경기,R3_사명교차전파
2557,(주)푸드머스,top_addr,,경기 용인시 처인구 원삼면 맹리로2번길 31,R3_사명교차전파
2557,(주)푸드머스,top_region,,경기,R3_사명교차전파
2558,(주)푸드머스,top_addr,,경기 용인시 처인구 원삼면 맹리로2번길 31,R3_사명교차전파
2558,(주)푸드머스,top_region,,경기,R3_사명교차전파
2559,(주)푸드머스,top_addr,,경기 용인시 처인구 원삼면 맹리로2번길 31,R3_사명교차전파
2559,(주)푸드머스,top_region,,경기,R3_사명교차전파
2560,(주)푸드머스,top_addr,,경기 용인시 처인구 원삼면 맹리로2번길 31,R3_사명교차전파
2560,(주)푸드머스,top_region,,경기,R3_사명교차전파
2561,(주)푸드머스,top_addr,,경기 용인시 처인구 원삼면 맹리로2번길 31,R3_사명교차전파
2561,(주)푸드머스,top_region,,경기,R3_사명교차전파
2562,(주)푸드머스,top_addr,,경기 용인시 처인구 원삼면 맹리로2번길 31,R3_사명교차전파
2562,(주)푸드머스,top_region,,경기,R3_사명교차전파
2579,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2579,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2580,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2580,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2581,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2581,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2582,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2582,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2583,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2583,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2584,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2584,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2585,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2585,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2586,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2586,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2587,(주)케이지에듀원,top_addr,,서울시 중구 통일로 92 KG타워 12층,R3_사명교차전파
2587,(주)케이지에듀원,top_region,,서울,R3_사명교차전파
2606,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2606,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2607,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2607,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2608,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2608,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2609,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2609,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2610,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2610,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2611,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2611,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2612,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2612,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2613,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2613,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2614,(주)동원에프앤비,top_addr,,서울특별시 서초구 마방로 68,R3_사명교차전파
2614,(주)동원에프앤비,top_region,,서울,R3_사명교차전파
2615,(주)셀트리온제약,top_addr,,충청북도 청주시 청원군 오창읍 2산단로 82,R3_사명교차전파
2615,(주)셀트리온제약,top_region,,충북,R3_사명교차전파
2616,(주)셀트리온제약,top_addr,,충청북도 청주시 청원군 오창읍 2산단로 82,R3_사명교차전파
2616,(주)셀트리온제약,top_region,,충북,R3_사명교차전파
2633,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2633,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2634,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2634,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2635,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2635,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2636,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2636,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2637,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2637,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2638,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2638,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2639,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2639,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2640,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2640,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2641,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2641,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2642,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2642,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2643,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2643,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2644,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2644,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2645,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2645,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2646,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2646,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2647,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2647,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2648,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2648,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2649,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2649,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2650,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2650,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2651,현대엔지니어링(주),top_addr,,서울시 종로구,R3_사명교차전파
2651,현대엔지니어링(주),top_region,,서울,R3_사명교차전파
2674,한국수력원자력(주),top_addr,,경상북도 경주시 불국로 1655,R3_사명교차전파
2674,한국수력원자력(주),top_region,,경북,R3_사명교차전파
2675,한국수력원자력(주),top_addr,,경상북도 경주시 불국로 1655,R3_사명교차전파
2675,한국수력원자력(주),top_region,,경북,R3_사명교차전파
2676,한국수력원자력(주),top_addr,,경상북도 경주시 불국로 1655,R3_사명교차전파
2676,한국수력원자력(주),top_region,,경북,R3_사명교차전파
2677,한국수력원자력(주),top_addr,,경상북도 경주시 불국로 1655,R3_사명교차전파
2677,한국수력원자력(주),top_region,,경북,R3_사명교차전파
2678,한국수력원자력(주),top_addr,,경상북도 경주시 불국로 1655,R3_사명교차전파
2678,한국수력원자력(주),top_region,,경북,R3_사명교차전파
2679,한국남부발전(주),top_addr,,부산광역시 남구 문현금융로 40 부산국제금융센터,R3_사명교차전파
2679,한국남부발전(주),top_region,,부산,R3_사명교차전파
2680,한국남부발전(주),top_addr,,부산광역시 남구 문현금융로 40 부산국제금융센터,R3_사명교차전파
